t,event,top5,size,hour,day,nurses,pid,area,acuity,ctas,is_ems,is_critical,lwbs_min,base_min,one,two,three,chosen,requires_lab,lab_prob,requires_di,di_prob,di_modality,arrival_to_offload,queue,qlen,to,bonus_time,bonus_emscrit,bonus_download,score,doctor,doc_active_panel,busy,cap,chosen_acuity,chosen_bonus_time,chosen_bonus_emscrit,chosen_bonus_download,chosen_score,minutes,mode,touch,duration,ems_direct,add,total_bonus,steps,elapsed,offload_to_clear,total,service,attempt,critical,modality,reason,new_area
1155.0,dispatch_cand,,,,,,235.0,A,0.34412994174096034,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.157463275074294,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.678631737770177,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,407.0,A,0.2762201392228729,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0975534725562064,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,218.0,A,0.24647804408560892,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.619811377418943,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,390.0,A,0.21862155650268578,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.2719548898360196,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,360.0,A,0.19112805911012248,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.8151280591101226,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,344.0,A,0.18912350802276276,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.1624568413560965,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,387.0,A,0.17328711004280462,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.5466204433761384,,,,,,,,,,,,,,,,,,,,,,,,,,
1155.0,dispatch_cand,,,,,,346.0,A,0.09120098255920708,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.971200982559207,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,download_acuity_bump,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.0,30.0,450.13728397728335,,,,,,,,
1156.0,dispatch_cand,,,,,,352.0,A,1.479762139712343,,,,,,,,,,,,,,,,,,,3.2000000000000006,0.0,5.0,15.149218918796734,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,338.0,A,0.47884402457903585,,,,,,,,,,,,,,,,,,,4.000000000000001,0.0,5.0,14.55705757144369,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,383.0,A,0.6869458477010248,,,,,,,,,,,,,,,,,,,2.1999999999999997,0.0,5.0,9.065181874848928,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,388.0,A,0.9907316336341554,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,7.19792980821064,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,384.0,A,0.3740720678662093,,,,,,,,,,,,,,,,,,,1.9999999999999998,0.0,5.0,7.7146962584068905,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,398.0,A,0.6061270567074422,,,,,,,,,,,,,,,,,,,1.0,0.0,5.0,4.581328605888864,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,415.0,A,1.0888028854962117,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,2.8086824870032054,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,416.0,A,0.5744715095124813,,,,,,,,,,,,,,,,,,,0.2,0.0,5.0,1.7514165647562414,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,420.0,A,0.5967231717441428,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,1.0349717569912482,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,358.0,A,1.1537788866347136,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.465778886634714,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,284.0,A,1.1506513581691586,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.51865135816916,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,363.0,A,1.117328566204888,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.173328566204889,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,254.0,A,1.0944221951720845,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14.107755528505418,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,357.0,A,1.0765939665041924,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.108593966504192,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,368.0,A,1.0182275026228411,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.602227502622841,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,205.0,A,0.9823042989187135,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,13.046304298918715,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,370.0,A,0.9531287315237766,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.4091287315237775,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,377.0,A,0.9456020767153519,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.1296020767153525,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,418.0,A,0.9403310875261015,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.5003310875261016,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,351.0,A,0.9364293489103366,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.384429348910337,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,375.0,A,0.929710336881473,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.257710336881473,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,385.0,A,0.9076209301781881,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.8196209301781883,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,270.0,A,0.9019315384042488,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.941931538404248,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,413.0,A,0.8956948458084908,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.6636948458084908,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,400.0,A,0.8823884436095258,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.4023884436095257,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,359.0,A,0.8495160448572118,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.8175160448572125,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,412.0,A,0.8455631660528629,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.901563166052863,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,379.0,A,0.8301746562248443,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.9181746562248447,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,426.0,A,0.8262841544010855,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8742841544010855,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,366.0,A,0.8189187994708107,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.482918799470811,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,382.0,A,0.8146762045042439,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.8866762045042442,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,350.0,A,0.8109345231151914,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.258934523115192,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,386.0,A,0.8057056860405309,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.6857056860405315,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,393.0,A,0.8021657597801007,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.026165759780101,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,347.0,A,0.7994340412705172,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.327434041270517,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,391.0,A,0.7975177033947715,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.2775177033947713,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,401.0,A,0.7649474402403957,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.2849474402403955,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,353.0,A,0.7547209587929452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.170720958792945,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,268.0,A,0.7507435182144937,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.886743518214494,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,371.0,A,0.7289966342917876,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.168996634291788,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,424.0,A,0.7274242717546713,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8554242717546713,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,408.0,A,0.7185761300882425,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.9505761300882427,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,389.0,A,0.6962306828838907,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.3842306828838904,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,396.0,A,0.6847152466160165,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.620715246616016,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,422.0,A,0.6847004415927469,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9087004415927469,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,213.0,A,0.6630918854254383,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.375091885425437,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,419.0,A,0.6520473418871069,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0787140085537736,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,349.0,A,0.6060382935841349,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.070038293584135,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,356.0,A,0.5849949508155355,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.616994950815536,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,226.0,A,0.557000462253166,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.357000462253165,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,255.0,A,0.5449177008050583,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.66491770080506,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,392.0,A,0.4880789820974733,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.8400789820974737,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,394.0,A,0.44708541082694736,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.2870854108269474,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,289.0,A,0.43449818150390473,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.7011648481705715,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,235.0,A,0.34412994174096034,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.170796608407626,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.689298404436842,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,407.0,A,0.2762201392228729,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.108220139222873,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,218.0,A,0.24647804408560892,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.633144710752276,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,390.0,A,0.21862155650268578,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.2852882231693528,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,360.0,A,0.19112805911012248,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.825794725776789,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,344.0,A,0.18912350802276276,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.175790174689429,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,387.0,A,0.17328711004280462,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.559953776709471,,,,,,,,,,,,,,,,,,,,,,,,,,
1156.0,dispatch_cand,,,,,,346.0,A,0.09120098255920708,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.98453431589254,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,download_acuity_bump,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.0,48.0,720.4512813239289,,,,,,,,
1157.0,download_acuity_bump,,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.2,6.0,90.25604647544264,,,,,,,,
1157.0,dispatch_cand,,,,,,352.0,A,1.479762139712343,,,,,,,,,,,,,,,,,,,3.2000000000000006,0.0,5.0,15.190552252130068,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,338.0,A,0.47884402457903585,,,,,,,,,,,,,,,,,,,4.000000000000001,0.0,5.0,14.59039090477702,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,383.0,A,0.6869458477010248,,,,,,,,,,,,,,,,,,,2.1999999999999997,0.0,5.0,9.101181874848928,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,388.0,A,0.9907316336341554,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,7.23392980821064,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,384.0,A,0.3740720678662093,,,,,,,,,,,,,,,,,,,1.9999999999999998,0.0,5.0,7.748029591740224,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,398.0,A,0.6061270567074422,,,,,,,,,,,,,,,,,,,1.2,0.0,5.0,4.814661939222197,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,415.0,A,1.0888028854962117,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,2.8500158203365387,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,416.0,A,0.5744715095124813,,,,,,,,,,,,,,,,,,,0.2,0.0,5.0,1.7874165647562412,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,420.0,A,0.5967231717441428,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,1.0709717569912482,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,358.0,A,1.1537788866347136,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.487112219968049,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,284.0,A,1.1506513581691586,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.539984691502493,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,363.0,A,1.117328566204888,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.1946618995382225,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,254.0,A,1.0944221951720845,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14.129088861838751,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,357.0,A,1.0765939665041924,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.124593966504192,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,368.0,A,1.0182275026228411,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.61822750262284,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,205.0,A,0.9823042989187135,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,13.062304298918715,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,370.0,A,0.9531287315237766,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.425128731523777,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,377.0,A,0.9456020767153519,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.1456020767153525,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,418.0,A,0.9403310875261015,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.5163310875261016,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,351.0,A,0.9364293489103366,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.400429348910337,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,375.0,A,0.929710336881473,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.273710336881473,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,385.0,A,0.9076209301781881,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.8356209301781883,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,270.0,A,0.9019315384042488,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.957931538404248,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,413.0,A,0.8956948458084908,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.6796948458084908,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,400.0,A,0.8823884436095258,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.418388443609526,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,359.0,A,0.8495160448572118,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.833516044857212,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,412.0,A,0.8455631660528629,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.917563166052863,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,379.0,A,0.8301746562248443,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.9341746562248443,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,426.0,A,0.8262841544010855,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8902841544010855,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,366.0,A,0.8189187994708107,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.498918799470811,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,382.0,A,0.8146762045042439,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.9026762045042442,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,350.0,A,0.8109345231151914,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.274934523115192,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,386.0,A,0.8057056860405309,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.7017056860405315,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,393.0,A,0.8021657597801007,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.042165759780101,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,347.0,A,0.7994340412705172,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.343434041270518,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,391.0,A,0.7975177033947715,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.2935177033947713,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,401.0,A,0.7649474402403957,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.300947440240396,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,353.0,A,0.7547209587929452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.186720958792945,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,268.0,A,0.7507435182144937,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.902743518214493,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,371.0,A,0.7289966342917876,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.184996634291788,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,424.0,A,0.7274242717546713,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8714242717546713,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,408.0,A,0.7185761300882425,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.9665761300882425,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,389.0,A,0.6962306828838907,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.400230682883891,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,396.0,A,0.6847152466160165,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.636715246616016,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,422.0,A,0.6847004415927469,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9247004415927469,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,213.0,A,0.6630918854254383,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.391091885425437,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,419.0,A,0.6520473418871069,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.092047341887107,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,349.0,A,0.6060382935841349,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.086038293584135,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,356.0,A,0.5849949508155355,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.632994950815536,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,226.0,A,0.557000462253166,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.373000462253167,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,255.0,A,0.5449177008050583,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.678251034138391,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,392.0,A,0.4880789820974733,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.8560789820974737,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,394.0,A,0.44708541082694736,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.300418744160281,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,289.0,A,0.43449818150390473,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.714498181503905,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,235.0,A,0.34412994174096034,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.184129941740961,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.69996507110351,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,407.0,A,0.2762201392228729,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1188868058895398,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,218.0,A,0.24647804408560892,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.64647804408561,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,390.0,A,0.21862155650268578,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.298621556502686,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,360.0,A,0.19112805911012248,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.8364613924434563,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,344.0,A,0.18912350802276276,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.189123508022763,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,387.0,A,0.17328711004280462,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.5732871100428047,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.0,dispatch_cand,,,,,,346.0,A,0.09120098255920708,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.9978676492258742,,,,,,,,,,,,,,,,,,,,,,,,,,
1157.8323717210803,ems_clear,,,,,,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,33.832371721080335,,,,,,
1158.0,download_acuity_bump,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.0,76.0,1140.2604370317104,,,,,,,,
1158.0,download_acuity_bump,,,,,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.0,28.0,420.49627093581034,,,,,,,,
